ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION
S48111A,173.0,,,
S48111S,189.0,,,
S48112A,173.0,,,
S48112S,189.0,,,
S48119A,173.0,,,
S48119S,189.0,,,
S48121A,173.0,,,
S48121S,189.0,,,
S48122A,173.0,,,
S48122S,189.0,,,
S48129A,173.0,,,
S48129S,189.0,,,
S48911A,173.0,,,
S48911S,189.0,,,
S48912A,173.0,,,
S48912S,189.0,,,
S48919A,173.0,,,
S48919S,189.0,,,
S48921A,173.0,,,
S48921S,189.0,,,
S48922A,173.0,,,
S48922S,189.0,,,
S48929A,173.0,,,
S48929S,189.0,,,
S58011A,173.0,,,
S58011S,189.0,,,
S58012A,173.0,,,
S58012S,189.0,,,
S58019A,173.0,,,
S58019S,189.0,,,
S58021A,173.0,,,
S58021S,189.0,,,
S58022A,173.0,,,
S58022S,189.0,,,
S58029A,173.0,,,
S58029S,189.0,,,
S58111A,173.0,,,
S58111S,189.0,,,
S58112A,173.0,,,
S58112S,189.0,,,
S58119A,173.0,,,
S58119S,189.0,,,
S58121A,173.0,,,
S58121S,189.0,,,
S58122A,173.0,,,
S58122S,189.0,,,
S58129A,173.0,,,
S58129S,189.0,,,
S58911A,173.0,,,
S58911S,189.0,,,
S58912A,173.0,,,
S58912S,189.0,,,
S58919A,173.0,,,
S58919S,189.0,,,
S58921A,173.0,,,
S58921S,189.0,,,
S58922A,173.0,,,
S58922S,189.0,,,
S58929A,173.0,,,
S58929S,189.0,,,
S68011S,189.0,,,
S68012S,189.0,,,
S68019S,189.0,,,
S68021S,189.0,,,
S68022S,189.0,,,
S68029S,189.0,,,
S68110S,189.0,,,
S68111S,189.0,,,
S68112S,189.0,,,
S68113S,189.0,,,
S68114S,189.0,,,
S68115S,189.0,,,
S68116S,189.0,,,
S68117S,189.0,,,
S68118S,189.0,,,
S68119S,189.0,,,
S68120S,189.0,,,
S68121S,189.0,,,
S68122S,189.0,,,
S68123S,189.0,,,
S68124S,189.0,,,
S68125S,189.0,,,
S68126S,189.0,,,
S68127S,189.0,,,
S68128S,189.0,,,
S68129S,189.0,,,
S68411A,173.0,,,
S68411S,189.0,,,
S68412A,173.0,,,
S68412S,189.0,,,
S68419A,173.0,,,
S68419S,189.0,,,
S68421A,173.0,,,
S68421S,189.0,,,
S68422A,173.0,,,
S68422S,189.0,,,
S68429A,173.0,,,
S68429S,189.0,,,
S68511S,189.0,,,
S68512S,189.0,,,
S68519S,189.0,,,
S68521S,189.0,,,
S68522S,189.0,,,
S68529S,189.0,,,
S68610S,189.0,,,
S68611S,189.0,,,
S68612S,189.0,,,
S68613S,189.0,,,
S68614S,189.0,,,
S68615S,189.0,,,
S68616S,189.0,,,
S68617S,189.0,,,
S68618S,189.0,,,
S68619S,189.0,,,
S68620S,189.0,,,
S68621S,189.0,,,
S68622S,189.0,,,
S68623S,189.0,,,
S68624S,189.0,,,
S68625S,189.0,,,
S68626S,189.0,,,
S68627S,189.0,,,
S68628S,189.0,,,
S68629S,189.0,,,
S68711A,173.0,,,
S68711S,189.0,,,
S68712A,173.0,,,
S68712S,189.0,,,
S68719A,173.0,,,
S68719S,189.0,,,
S68721A,173.0,,,
S68721S,189.0,,,
S68722A,173.0,,,
S68722S,189.0,,,
S68729A,173.0,,,
S68729S,189.0,,,
S72001A,170.0,,,
S72001B,170.0,,,
S72001C,170.0,,,
S72002A,170.0,,,
S72002B,170.0,,,
S72002C,170.0,,,
S72009A,170.0,,,
S72009B,170.0,,,
S72009C,170.0,,,
S72011A,170.0,,,
S72011B,170.0,,,
S72011C,170.0,,,
S72012A,170.0,,,
S72012B,170.0,,,
S72012C,170.0,,,
S72019A,170.0,,,
S72019B,170.0,,,
S72019C,170.0,,,
S72021A,170.0,,,
S72021B,170.0,,,
S72021C,170.0,,,
S72022A,170.0,,,
S72022B,170.0,,,
S72022C,170.0,,,
S72023A,170.0,,,
S72023B,170.0,,,
S72023C,170.0,,,
S72024A,170.0,,,
S72024B,170.0,,,
S72024C,170.0,,,
S72025A,170.0,,,
S72025B,170.0,,,
S72025C,170.0,,,
S72026A,170.0,,,
S72026B,170.0,,,
S72026C,170.0,,,
S72031A,170.0,,,
S72031B,170.0,,,
S72031C,170.0,,,
S72032A,170.0,,,
S72032B,170.0,,,
S72032C,170.0,,,
S72033A,170.0,,,
S72033B,170.0,,,
S72033C,170.0,,,
S72034A,170.0,,,
S72034B,170.0,,,
S72034C,170.0,,,
S72035A,170.0,,,
S72035B,170.0,,,
S72035C,170.0,,,
S72036A,170.0,,,
S72036B,170.0,,,
S72036C,170.0,,,
S72041A,170.0,,,
S72041B,170.0,,,
S72041C,170.0,,,
S72042A,170.0,,,
S72042B,170.0,,,
S72042C,170.0,,,
S72043A,170.0,,,
S72043B,170.0,,,
S72043C,170.0,,,
S72044A,170.0,,,
S72044B,170.0,,,
S72044C,170.0,,,
S72045A,170.0,,,
S72045B,170.0,,,
S72045C,170.0,,,
S72046A,170.0,,,
S72046B,170.0,,,
S72046C,170.0,,,
S72051A,170.0,,,
S72051B,170.0,,,
S72051C,170.0,,,
S72052A,170.0,,,
S72052B,170.0,,,
S72052C,170.0,,,
S72059A,170.0,,,
S72059B,170.0,,,
S72059C,170.0,,,
S72061A,170.0,,,
S72061B,170.0,,,
S72061C,170.0,,,
S72062A,170.0,,,
S72062B,170.0,,,
S72062C,170.0,,,
S72063A,170.0,,,
S72063B,170.0,,,
S72063C,170.0,,,
S72064A,170.0,,,
S72064B,170.0,,,
S72064C,170.0,,,
S72065A,170.0,,,
S72065B,170.0,,,
S72065C,170.0,,,
S72066A,170.0,,,
S72066B,170.0,,,
S72066C,170.0,,,
S72091A,170.0,,,
S72091B,170.0,,,
S72091C,170.0,,,
S72092A,170.0,,,
S72092B,170.0,,,
S72092C,170.0,,,
S72099A,170.0,,,
S72099B,170.0,,,
S72099C,170.0,,,
S72101A,170.0,,,
S72101B,170.0,,,
S72101C,170.0,,,
S72102A,170.0,,,
S72102B,170.0,,,
S72102C,170.0,,,
S72109A,170.0,,,
S72109B,170.0,,,
S72109C,170.0,,,
S72111A,170.0,,,
S72111B,170.0,,,
S72111C,170.0,,,
S72112A,170.0,,,
S72112B,170.0,,,
S72112C,170.0,,,
S72113A,170.0,,,
S72113B,170.0,,,
S72113C,170.0,,,
S72114A,170.0,,,
S72114B,170.0,,,
S72114C,170.0,,,
S72115A,170.0,,,
S72115B,170.0,,,
S72115C,170.0,,,
S72116A,170.0,,,
S72116B,170.0,,,
S72116C,170.0,,,
S72121A,170.0,,,
S72121B,170.0,,,
S72121C,170.0,,,
S72122A,170.0,,,
S72122B,170.0,,,
S72122C,170.0,,,
S72123A,170.0,,,
S72123B,170.0,,,
S72123C,170.0,,,
S72124A,170.0,,,
S72124B,170.0,,,
S72124C,170.0,,,
S72125A,170.0,,,
S72125B,170.0,,,
S72125C,170.0,,,
S72126A,170.0,,,
S72126B,170.0,,,
S72126C,170.0,,,
S72131A,170.0,,,
S72131B,170.0,,,
S72131C,170.0,,,
S72132A,170.0,,,
S72132B,170.0,,,
S72132C,170.0,,,
S72133A,170.0,,,
S72133B,170.0,,,
S72133C,170.0,,,
S72134A,170.0,,,
S72134B,170.0,,,
S72134C,170.0,,,
S72135A,170.0,,,
S72135B,170.0,,,
S72135C,170.0,,,
S72136A,170.0,,,
S72136B,170.0,,,
S72136C,170.0,,,
S72141A,170.0,,,
S72141B,170.0,,,
S72141C,170.0,,,
S72142A,170.0,,,
S72142B,170.0,,,
S72142C,170.0,,,
S72143A,170.0,,,
S72143B,170.0,,,
S72143C,170.0,,,
S72144A,170.0,,,
S72144B,170.0,,,
S72144C,170.0,,,
S72145A,170.0,,,
S72145B,170.0,,,
S72145C,170.0,,,
S72146A,170.0,,,
S72146B,170.0,,,
S72146C,170.0,,,
S7221XA,170.0,,,
S7221XB,170.0,,,
S7221XC,170.0,,,
S7222XA,170.0,,,
S7222XB,170.0,,,
S7222XC,170.0,,,
S7223XA,170.0,,,
S7223XB,170.0,,,
S7223XC,170.0,,,
S7224XA,170.0,,,
S7224XB,170.0,,,
S7224XC,170.0,,,
S7225XA,170.0,,,
S7225XB,170.0,,,
S7225XC,170.0,,,
S7226XA,170.0,,,
S7226XB,170.0,,,
S7226XC,170.0,,,
S72301A,170.0,,,
S72301B,170.0,,,
S72301C,170.0,,,
S72302A,170.0,,,
S72302B,170.0,,,
S72302C,170.0,,,
S72309A,170.0,,,
S72309B,170.0,,,
S72309C,170.0,,,
S72321A,170.0,,,
S72321B,170.0,,,
S72321C,170.0,,,
S72322A,170.0,,,
S72322B,170.0,,,
S72322C,170.0,,,
S72323A,170.0,,,
S72323B,170.0,,,
S72323C,170.0,,,
S72324A,170.0,,,
S72324B,170.0,,,
S72324C,170.0,,,
S72325A,170.0,,,
S72325B,170.0,,,
S72325C,170.0,,,
S72326A,170.0,,,
S72326B,170.0,,,
S72326C,170.0,,,
S72331A,170.0,,,
S72331B,170.0,,,
S72331C,170.0,,,
S72332A,170.0,,,
S72332B,170.0,,,
S72332C,170.0,,,
S72333A,170.0,,,
S72333B,170.0,,,
S72333C,170.0,,,
S72334A,170.0,,,
S72334B,170.0,,,
S72334C,170.0,,,
S72335A,170.0,,,
S72335B,170.0,,,
S72335C,170.0,,,
S72336A,170.0,,,
S72336B,170.0,,,
S72336C,170.0,,,
S72341A,170.0,,,
S72341B,170.0,,,
S72341C,170.0,,,
S72342A,170.0,,,
S72342B,170.0,,,
S72342C,170.0,,,
S72343A,170.0,,,
S72343B,170.0,,,
S72343C,170.0,,,
S72344A,170.0,,,
S72344B,170.0,,,
S72344C,170.0,,,
S72345A,170.0,,,
S72345B,170.0,,,
S72345C,170.0,,,
S72346A,170.0,,,
S72346B,170.0,,,
S72346C,170.0,,,
S72351A,170.0,,,
S72351B,170.0,,,
S72351C,170.0,,,
S72352A,170.0,,,
S72352B,170.0,,,
S72352C,170.0,,,
S72353A,170.0,,,
S72353B,170.0,,,
S72353C,170.0,,,
S72354A,170.0,,,
S72354B,170.0,,,
S72354C,170.0,,,
S72355A,170.0,,,
S72355B,170.0,,,
S72355C,170.0,,,
S72356A,170.0,,,
S72356B,170.0,,,
S72356C,170.0,,,
S72361A,170.0,,,
S72361B,170.0,,,
S72361C,170.0,,,
S72362A,170.0,,,
S72362B,170.0,,,
S72362C,170.0,,,
S72363A,170.0,,,
S72363B,170.0,,,
S72363C,170.0,,,
S72364A,170.0,,,
S72364B,170.0,,,
S72364C,170.0,,,
S72365A,170.0,,,
S72365B,170.0,,,
S72365C,170.0,,,
S72366A,170.0,,,
S72366B,170.0,,,
S72366C,170.0,,,
S72391A,170.0,,,
S72391B,170.0,,,
S72391C,170.0,,,
S72392A,170.0,,,
S72392B,170.0,,,
S72392C,170.0,,,
S72399A,170.0,,,
S72399B,170.0,,,
S72399C,170.0,,,
S72401A,170.0,,,
S72401B,170.0,,,
S72401C,170.0,,,
S72402A,170.0,,,
S72402B,170.0,,,
S72402C,170.0,,,
S72409A,170.0,,,
S72409B,170.0,,,
S72409C,170.0,,,
S72411A,170.0,,,
S72411B,170.0,,,
S72411C,170.0,,,
S72412A,170.0,,,
S72412B,170.0,,,
S72412C,170.0,,,
S72413A,170.0,,,
S72413B,170.0,,,
S72413C,170.0,,,
S72414A,170.0,,,
S72414B,170.0,,,
S72414C,170.0,,,
S72415A,170.0,,,
S72415B,170.0,,,
S72415C,170.0,,,
S72416A,170.0,,,
S72416B,170.0,,,
S72416C,170.0,,,
S72421A,170.0,,,
S72421B,170.0,,,
S72421C,170.0,,,
S72422A,170.0,,,
S72422B,170.0,,,
S72422C,170.0,,,
S72423A,170.0,,,
S72423B,170.0,,,
S72423C,170.0,,,
S72424A,170.0,,,
S72424B,170.0,,,
S72424C,170.0,,,
S72425A,170.0,,,
S72425B,170.0,,,
S72425C,170.0,,,
S72426A,170.0,,,
S72426B,170.0,,,
S72426C,170.0,,,
S72431A,170.0,,,
S72431B,170.0,,,
S72431C,170.0,,,
S72432A,170.0,,,
S72432B,170.0,,,
S72432C,170.0,,,
S72433A,170.0,,,
S72433B,170.0,,,
S72433C,170.0,,,
S72434A,170.0,,,
S72434B,170.0,,,
S72434C,170.0,,,
S72435A,170.0,,,
S72435B,170.0,,,
S72435C,170.0,,,
S72436A,170.0,,,
S72436B,170.0,,,
S72436C,170.0,,,
S72441A,170.0,,,
S72441B,170.0,,,
S72441C,170.0,,,
S72442A,170.0,,,
S72442B,170.0,,,
S72442C,170.0,,,
S72443A,170.0,,,
S72443B,170.0,,,
S72443C,170.0,,,
S72444A,170.0,,,
S72444B,170.0,,,
S72444C,170.0,,,
S72445A,170.0,,,
S72445B,170.0,,,
S72445C,170.0,,,
S72446A,170.0,,,
S72446B,170.0,,,
S72446C,170.0,,,
S72451A,170.0,,,
S72451B,170.0,,,
S72451C,170.0,,,
S72452A,170.0,,,
S72452B,170.0,,,
S72452C,170.0,,,
S72453A,170.0,,,
S72453B,170.0,,,
S72453C,170.0,,,
S72454A,170.0,,,
S72454B,170.0,,,
S72454C,170.0,,,
S72455A,170.0,,,
S72455B,170.0,,,
S72455C,170.0,,,
S72456A,170.0,,,
S72456B,170.0,,,
S72456C,170.0,,,
S72461A,170.0,,,
S72461B,170.0,,,
S72461C,170.0,,,
S72462A,170.0,,,
S72462B,170.0,,,
S72462C,170.0,,,
S72463A,170.0,,,
S72463B,170.0,,,
S72463C,170.0,,,
S72464A,170.0,,,
S72464B,170.0,,,
S72464C,170.0,,,
S72465A,170.0,,,
S72465B,170.0,,,
S72465C,170.0,,,
S72466A,170.0,,,
S72466B,170.0,,,
S72466C,170.0,,,
S72471A,170.0,,,
S72472A,170.0,,,
S72479A,170.0,,,
S72491A,170.0,,,
S72491B,170.0,,,
S72491C,170.0,,,
S72492A,170.0,,,
S72492B,170.0,,,
S72492C,170.0,,,
S72499A,170.0,,,
S72499B,170.0,,,
S72499C,170.0,,,
S728X1A,170.0,,,
S728X1B,170.0,,,
S728X1C,170.0,,,
S728X2A,170.0,,,
S728X2B,170.0,,,
S728X2C,170.0,,,
S728X9A,170.0,,,
S728X9B,170.0,,,
S728X9C,170.0,,,
S7290XA,170.0,,,
S7290XB,170.0,,,
S7290XC,170.0,,,
S7291XA,170.0,,,
S7291XB,170.0,,,
S7291XC,170.0,,,
S7292XA,170.0,,,
S7292XB,170.0,,,
S7292XC,170.0,,,
S73001A,170.0,,,
S73002A,170.0,,,
S73003A,170.0,,,
S73004A,170.0,,,
S73005A,170.0,,,
S73006A,170.0,,,
S73011A,170.0,,,
S73012A,170.0,,,
S73013A,170.0,,,
S73014A,170.0,,,
S73015A,170.0,,,
S73016A,170.0,,,
S73021A,170.0,,,
S73022A,170.0,,,
S73023A,170.0,,,
S73024A,170.0,,,
S73025A,170.0,,,
S73026A,170.0,,,
S73031A,170.0,,,
S73032A,170.0,,,
S73033A,170.0,,,
S73034A,170.0,,,
S73035A,170.0,,,
S73036A,170.0,,,
S73041A,170.0,,,
S73042A,170.0,,,
S73043A,170.0,,,
S73044A,170.0,,,
S73045A,170.0,,,
S73046A,170.0,,,
S78011A,173.0,,,
S78011D,189.0,,,
S78011S,189.0,,,
S78012A,173.0,,,
S78012D,189.0,,,
S78012S,189.0,,,
S78019A,173.0,,,
S78019D,189.0,,,
S78019S,189.0,,,
S78021A,173.0,,,
S78021D,189.0,,,
S78021S,189.0,,,
S78022A,173.0,,,
S78022D,189.0,,,
S78022S,189.0,,,
S78029A,173.0,,,
S78029D,189.0,,,
S78029S,189.0,,,
S78111A,173.0,,,
S78111D,189.0,,,
S78111S,189.0,,,
S78112A,173.0,,,
S78112D,189.0,,,
S78112S,189.0,,,
S78119A,173.0,,,
S78119D,189.0,,,
S78119S,189.0,,,
S78121A,173.0,,,
S78121D,189.0,,,
S78121S,189.0,,,
S78122A,173.0,,,
S78122D,189.0,,,
S78122S,189.0,,,
S78129A,173.0,,,
S78129D,189.0,,,
S78129S,189.0,,,
S78911A,173.0,,,
S78911D,189.0,,,
S78911S,189.0,,,
S78912A,173.0,,,
S78912D,189.0,,,
S78912S,189.0,,,
S78919A,173.0,,,
S78919D,189.0,,,
S78919S,189.0,,,
S78921A,173.0,,,
S78921D,189.0,,,
S78921S,189.0,,,
S78922A,173.0,,,
S78922D,189.0,,,
S78922S,189.0,,,
S78929A,173.0,,,
S78929D,189.0,,,
S78929S,189.0,,,
S79001A,170.0,,,
S79002A,170.0,,,
S79009A,170.0,,,
S79011A,170.0,,,
S79012A,170.0,,,
S79019A,170.0,,,
S79091A,170.0,,,
S79092A,170.0,,,
S79099A,170.0,,,
S79101A,170.0,,,
S79102A,170.0,,,
S79109A,170.0,,,
S79111A,170.0,,,
S79112A,170.0,,,
S79119A,170.0,,,
S79121A,170.0,,,
S79122A,170.0,,,
S79129A,170.0,,,
S79131A,170.0,,,
S79132A,170.0,,,
S79139A,170.0,,,
S79141A,170.0,,,
S79142A,170.0,,,
S79149A,170.0,,,
S79191A,170.0,,,
S79192A,170.0,,,
S79199A,170.0,,,
S88011A,173.0,,,
S88011D,189.0,,,
S88011S,189.0,,,
S88012A,173.0,,,
S88012D,189.0,,,
S88012S,189.0,,,
S88019A,173.0,,,
S88019D,189.0,,,
S88019S,189.0,,,
S88021A,173.0,,,
S88021D,189.0,,,
S88021S,189.0,,,
S88022A,173.0,,,
S88022D,189.0,,,
S88022S,189.0,,,
S88029A,173.0,,,
S88029D,189.0,,,
S88029S,189.0,,,
S88111A,173.0,,,
S88111D,189.0,,,
S88111S,189.0,,,
S88112A,173.0,,,
S88112D,189.0,,,
S88112S,189.0,,,
S88119A,173.0,,,
S88119D,189.0,,,
S88119S,189.0,,,
S88121A,173.0,,,
S88121D,189.0,,,
S88121S,189.0,,,
S88122A,173.0,,,
S88122D,189.0,,,
S88122S,189.0,,,
S88129A,173.0,,,
S88129D,189.0,,,
S88129S,189.0,,,
S88911A,173.0,,,
S88911D,189.0,,,
S88911S,189.0,,,
S88912A,173.0,,,
S88912D,189.0,,,
S88912S,189.0,,,
S88919A,173.0,,,
S88919D,189.0,,,
S88919S,189.0,,,
S88921A,173.0,,,
S88921D,189.0,,,
S88921S,189.0,,,
S88922A,173.0,,,
S88922D,189.0,,,
S88922S,189.0,,,
S88929A,173.0,,,
S88929D,189.0,,,
S88929S,189.0,,,
S98011A,173.0,,,
S98011D,189.0,,,
S98011S,189.0,,,
S98012A,173.0,,,
S98012D,189.0,,,
S98012S,189.0,,,
S98019A,173.0,,,
S98019D,189.0,,,
S98019S,189.0,,,
S98021A,173.0,,,
S98021D,189.0,,,
S98021S,189.0,,,
S98022A,173.0,,,
S98022D,189.0,,,
S98022S,189.0,,,
S98029A,173.0,,,
S98029D,189.0,,,
S98029S,189.0,,,
S98111A,173.0,,,
S98111D,189.0,,,
S98111S,189.0,,,
S98112A,173.0,,,
S98112D,189.0,,,
S98112S,189.0,,,
S98119A,173.0,,,
S98119D,189.0,,,
S98119S,189.0,,,
S98121A,173.0,,,
S98121D,189.0,,,
S98121S,189.0,,,
S98122A,173.0,,,
S98122D,189.0,,,
S98122S,189.0,,,
S98129A,173.0,,,
S98129D,189.0,,,
S98129S,189.0,,,
S98131A,173.0,,,
S98131D,189.0,,,
S98131S,189.0,,,
S98132A,173.0,,,
S98132D,189.0,,,
S98132S,189.0,,,
S98139A,173.0,,,
S98139D,189.0,,,
S98139S,189.0,,,
S98141A,173.0,,,
S98141D,189.0,,,
S98141S,189.0,,,
S98142A,173.0,,,
S98142D,189.0,,,
S98142S,189.0,,,
S98149A,173.0,,,
S98149D,189.0,,,
S98149S,189.0,,,
S98211A,173.0,,,
S98211D,189.0,,,
S98211S,189.0,,,
S98212A,173.0,,,
S98212D,189.0,,,
S98212S,189.0,,,
S98219A,173.0,,,
S98219D,189.0,,,
S98219S,189.0,,,
S98221A,173.0,,,
S98221D,189.0,,,
S98221S,189.0,,,
S98222A,173.0,,,
S98222D,189.0,,,
S98222S,189.0,,,
S98229A,173.0,,,
S98229D,189.0,,,
S98229S,189.0,,,
S98311A,173.0,,,
S98311D,189.0,,,
S98311S,189.0,,,
S98312A,173.0,,,
S98312D,189.0,,,
S98312S,189.0,,,
S98319A,173.0,,,
S98319D,189.0,,,
S98319S,189.0,,,
S98321A,173.0,,,
S98321D,189.0,,,
S98321S,189.0,,,
S98322A,173.0,,,
S98322D,189.0,,,
S98322S,189.0,,,
S98329A,173.0,,,
S98329D,189.0,,,
S98329S,189.0,,,
S98911A,173.0,,,
S98911D,189.0,,,
S98911S,189.0,,,
S98912A,173.0,,,
S98912D,189.0,,,
S98912S,189.0,,,
S98919A,173.0,,,
S98919D,189.0,,,
S98919S,189.0,,,
S98921A,173.0,,,
S98921D,189.0,,,
S98921S,189.0,,,
S98922A,173.0,,,
S98922D,189.0,,,
S98922S,189.0,,,
S98929A,173.0,,,
S98929D,189.0,,,
S98929S,189.0,,,
T1491XA,59.0,,age >= 2,
T1491XA,59.0,,age < 2,
T1491XD,59.0,,,
T1491XS,59.0,,,
T3111,162.0,,,
T3121,162.0,,,
T3122,162.0,,,
T3131,162.0,,,
T3132,162.0,,,
T3133,162.0,,,
T3141,162.0,,,
T3142,162.0,,,
T3143,162.0,,,
T3144,162.0,,,
T3151,162.0,,,
T3152,162.0,,,
T3153,162.0,,,
T3154,162.0,,,
T3155,162.0,,,
T3161,162.0,,,
T3162,162.0,,,
T3163,162.0,,,
T3164,162.0,,,
T3165,162.0,,,
T3166,162.0,,,
T3171,162.0,,,
T3172,162.0,,,
T3173,162.0,,,
T3174,162.0,,,
T3175,162.0,,,
T3176,162.0,,,
T3177,162.0,,,
T3181,162.0,,,
T3182,162.0,,,
T3183,162.0,,,
T3184,162.0,,,
T3185,162.0,,,
T3186,162.0,,,
T3187,162.0,,,
T3188,162.0,,,
T3191,162.0,,,
T3192,162.0,,,
T3193,162.0,,,
T3194,162.0,,,
T3195,162.0,,,
T3196,162.0,,,
T3197,162.0,,,
T3198,162.0,,,
T3199,162.0,,,
T3211,162.0,,,
T3221,162.0,,,
T3222,162.0,,,
T3231,162.0,,,
T3232,162.0,,,
T3233,162.0,,,
T3241,162.0,,,
T3242,162.0,,,
T3243,162.0,,,
T3244,162.0,,,
T3251,162.0,,,
T3252,162.0,,,
T3253,162.0,,,
T3254,162.0,,,
T3255,162.0,,,
T3261,162.0,,,
T3262,162.0,,,
T3263,162.0,,,
T3264,162.0,,,
T3265,162.0,,,
T3266,162.0,,,
T3271,162.0,,,
T3272,162.0,,,
T3273,162.0,,,
T3274,162.0,,,
T3275,162.0,,,
T3276,162.0,,,
T3277,162.0,,,
T3281,162.0,,,
T3282,162.0,,,
T3283,162.0,,,
T3284,162.0,,,
T3285,162.0,,,
T3286,162.0,,,
T3287,162.0,,,
T3288,162.0,,,
T3291,162.0,,,
T3292,162.0,,,
T3293,162.0,,,
T3294,162.0,,,
T3295,162.0,,,
T3296,162.0,,,
T3297,162.0,,,
T3298,162.0,,,
T3299,162.0,,,
T360X2A,59.0,,age >= 2,
T360X2A,59.0,,age < 2,
T360X2S,59.0,,,
T361X2A,59.0,,age >= 2,
T361X2A,59.0,,age < 2,
T361X2S,59.0,,,
T362X2A,59.0,,age >= 2,
T362X2A,59.0,,age < 2,
T362X2S,59.0,,,
T363X2A,59.0,,age >= 2,
T363X2A,59.0,,age < 2,
T363X2S,59.0,,,
T364X2A,59.0,,age >= 2,
T364X2A,59.0,,age < 2,
T364X2S,59.0,,,
T365X2A,59.0,,age >= 2,
T365X2A,59.0,,age < 2,
T365X2S,59.0,,,
T366X2A,59.0,,age >= 2,
T366X2A,59.0,,age < 2,
T366X2S,59.0,,,
T367X2A,59.0,,age >= 2,
T367X2A,59.0,,age < 2,
T367X2S,59.0,,,
T368X2A,59.0,,age >= 2,
T368X2A,59.0,,age < 2,
T368X2S,59.0,,,
T3692XA,59.0,,age >= 2,
T3692XA,59.0,,age < 2,
T3692XS,59.0,,,
T36AX2A,59.0,,age >= 2,
T36AX2A,59.0,,age < 2,
T36AX2S,59.0,,,
T370X2A,59.0,,age >= 2,
T370X2A,59.0,,age < 2,
T370X2S,59.0,,,
T371X2A,59.0,,age >= 2,
T371X2A,59.0,,age < 2,
T371X2S,59.0,,,
T372X2A,59.0,,age >= 2,
T372X2A,59.0,,age < 2,
T372X2S,59.0,,,
T373X2A,59.0,,age >= 2,
T373X2A,59.0,,age < 2,
T373X2S,59.0,,,
T374X2A,59.0,,age >= 2,
T374X2A,59.0,,age < 2,
T374X2S,59.0,,,
T375X2A,59.0,,age >= 2,
T375X2A,59.0,,age < 2,
T375X2S,59.0,,,
T378X2A,59.0,,age >= 2,
T378X2A,59.0,,age < 2,
T378X2S,59.0,,,
T3792XA,59.0,,age >= 2,
T3792XA,59.0,,age < 2,
T3792XS,59.0,,,
T380X2A,59.0,,age >= 2,
T380X2A,59.0,,age < 2,
T380X2S,59.0,,,
T381X2A,59.0,,age >= 2,
T381X2A,59.0,,age < 2,
T381X2S,59.0,,,
T382X2A,59.0,,age >= 2,
T382X2A,59.0,,age < 2,
T382X2S,59.0,,,
T383X2A,59.0,,age >= 2,
T383X2A,59.0,,age < 2,
T383X2S,59.0,,,
T384X2A,59.0,,age >= 2,
T384X2A,59.0,,age < 2,
T384X2S,59.0,,,
T385X2A,59.0,,age >= 2,
T385X2A,59.0,,age < 2,
T385X2S,59.0,,,
T386X2A,59.0,,age >= 2,
T386X2A,59.0,,age < 2,
T386X2S,59.0,,,
T387X2A,59.0,,age >= 2,
T387X2A,59.0,,age < 2,
T387X2S,59.0,,,
T38802A,59.0,,age >= 2,
T38802A,59.0,,age < 2,
T38802S,59.0,,,
T38812A,59.0,,age >= 2,
T38812A,59.0,,age < 2,
T38812S,59.0,,,
T38892A,59.0,,age >= 2,
T38892A,59.0,,age < 2,
T38892S,59.0,,,
T38902A,59.0,,age >= 2,
T38902A,59.0,,age < 2,
T38902S,59.0,,,
T38992A,59.0,,age >= 2,
T38992A,59.0,,age < 2,
T38992S,59.0,,,
T39012A,59.0,,age >= 2,
T39012A,59.0,,age < 2,
T39012S,59.0,,,
T39092A,59.0,,age >= 2,
T39092A,59.0,,age < 2,
T39092S,59.0,,,
T391X2A,59.0,,age >= 2,
T391X2A,59.0,,age < 2,
T391X2S,59.0,,,
T392X2A,59.0,,age >= 2,
T392X2A,59.0,,age < 2,
T392X2S,59.0,,,
T39312A,59.0,,age >= 2,
T39312A,59.0,,age < 2,
T39312S,59.0,,,
T39392A,59.0,,age >= 2,
T39392A,59.0,,age < 2,
T39392S,59.0,,,
T394X2A,59.0,,age >= 2,
T394X2A,59.0,,age < 2,
T394X2S,59.0,,,
T398X2A,59.0,,age >= 2,
T398X2A,59.0,,age < 2,
T398X2S,59.0,,,
T3992XA,59.0,,age >= 2,
T3992XA,59.0,,age < 2,
T3992XS,59.0,,,
T400X1A,55.0,,,
T400X2A,59.0,,age >= 2,
T400X2A,59.0,,age < 2,
T400X2S,59.0,,,
T400X4A,55.0,,,
T401X1A,55.0,,,
T401X2A,59.0,,age >= 2,
T401X2A,59.0,,age < 2,
T401X2S,59.0,,,
T401X4A,55.0,,,
T402X1A,55.0,,,
T402X2A,59.0,,age >= 2,
T402X2A,59.0,,age < 2,
T402X2S,59.0,,,
T402X4A,55.0,,,
T403X1A,55.0,,,
T403X2A,59.0,,age >= 2,
T403X2A,59.0,,age < 2,
T403X2S,59.0,,,
T403X4A,55.0,,,
T40411A,55.0,,,
T40412A,59.0,,age >= 2,
T40412A,59.0,,age < 2,
T40412S,59.0,,,
T40414A,55.0,,,
T40421A,55.0,,,
T40422A,59.0,,age >= 2,
T40422A,59.0,,age < 2,
T40422S,59.0,,,
T40424A,55.0,,,
T40491A,55.0,,,
T40492A,59.0,,age >= 2,
